etiket,metin,label,metin_tr,metin_islenmis
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,"Bunu tüm kişilerinize iletin ve bakalım ne alacaksınız! Red; seninle birlikteyim. Mavi; yüzümü güldürdün. Mor; gerçekten ateşlisin. Pembe, çok tatlısın. Orange; sana teşekkür ettiğimi düşünüyorum. Green; gerçekten seninle çıkmak istiyorum. Sarı; seni geri istemiyorum. Siyah; seni kıskanıyorum. Brown;seni özledim şimdi lütfen bana bir renk ver",bunu kişilerinize iletin bakalım alacaksınız red seninle birlikteyim mavi yüzümü güldürdün mor gerçekten ateşlisin pembe tatlısın orange sana teşekkür ettiğimi düşünüyorum green gerçekten seninle çıkmak istiyorum sarı seni geri istemiyorum siyah seni kıskanıyorum brown seni özledim şimdi lütfen bana renk ver
ham,Cos daddy arranging time c wat time fetch ü mah...,0,"Çünkü babacığım zamanı ayarlıyor, ne zaman getireceksin...",çünkü babacığım zamanı ayarlıyor zaman getireceksin
ham,Then. You are eldest know.,0,Daha sonra. Bilen en büyük sensin.,sonra bilen büyük sensin
ham,Who's there say hi to our drugdealer,0,Kim var orada uyuşturucu satıcımıza selam söyle,kim orada uyuşturucu satıcımıza selam söyle
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0,Böyle şeylere inanmak çok zor. Herkes yalan söyleyebilir ama bana bir şey söylemeden önce iki kere düşün.,böyle şeylere inanmak zor herkes yalan söyleyebilir bana şey söylemeden önce iki kere düşün
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,"Eerie Nokia tones 4u, rply TONE TITLE'dan 8007'ye, örneğin TONE DRACULA'dan 8007'ye Başlıklar: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones SAYI u rply tone title dan SAYI ye örneğin tone dracula dan SAYI ye başlıklar ghost addamsfa munsters exorcist twilight URL pobox SAYI w SAYI wq SAYI p
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,Seksi Bekarlar sizi bekliyor! YAŞINIZI ve ardından CİNSİYETinizi Wither M veya F E.G.23F olarak yazın. Eşcinsel erkekler için AGE'nizi ve ardından G. e.g.23G'yi yazın.,seksi bekarlar sizi bekliyor yaşinizi ardından ci nsi yetinizi wither m f e g SAYI f yazın eşcinsel erkekler age nizi ardından g e g SAYI g yi yazın
ham,Good night my dear.. Sleepwell&amp;Take care,0,İyi geceler canım.. İyi uykular ve kendine iyi bak,i yi geceler canım i yi uykular kendine iyi bak
ham,That is wondarfull song,0,Bu harika bir şarkı,harika şarkı
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,"FreeMsg: 250 SMS mesajınızı alın - Şimdi 84025'e OK yazın! Web2mobile 2 arkadaşınızı vb. kullanın. Haftada 1,50 saat karşılığında Txt250.com'a katılın. Şartlar ve Koşullar BOX139, LA32WU. 16. TxtX'i kaldırın veya durdurun",freemsg SAYI sms mesajınızı alın şimdi SAYI e ok yazın web SAYI mobile SAYI arkadaşınızı vb kullanın haftada SAYI SAYI saat karşılığında txt SAYI com a katılın şartlar koşullar box SAYI la SAYI wu SAYI txtx i kaldırın durdurun
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0,Ya aslında oldukça hızlıyız... Çünkü yavaş mıyız... Haha...,aslında oldukça hızlıyız çünkü yavaş mıyız haha
ham,Must come later.. I normally bathe him in da afternoon mah..,0,Daha sonra gelmeli.. Normalde öğleden sonraları onu yıkardım mah..,sonra gelmeli normalde öğleden sonraları onu yıkardım mah
ham,"Trust me. Even if isn't there, its there.",0,Güven bana. Orada olmasa bile oradadır.,güven bana orada olmasa oradadır
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0,Hey hun-onbus onunla buluşacağız. Dışarı çıkıp 4 öğün yemek istiyor ama ben öyle hissetmiyorum çünkü eve giden son otobüse 2 tane binmem gerekiyor! Ama son zamanlarda çok tatlıxxx,hey hun onbus onunla buluşacağız dışarı çıkıp SAYI öğün yemek istiyor öyle hissetmiyorum çünkü eve giden son otobüse SAYI tane binmem gerekiyor son zamanlarda tatlıxxx
spam,85233 FREE>Ringtone!Reply REAL,1,85233 ÜCRETSİZ>Zil Sesi!Yanıtla GERÇEK,SAYI ücretsi z zil sesi yanıtla gerçek
ham,I can take you at like noon,0,seni öğlen gibi götürebilirim,seni öğlen götürebilirim
ham,Where is it. Is there any opening for mca.,0,Nerede. mca için herhangi bir açıklık var mı?,nerede mca herhangi açıklık
ham,I'm aight. Wat's happening on your side.,0,İyiyim. Senin tarafında neler oluyor?,i yiyim senin tarafında neler oluyor
ham,I'm done oredi...,0,Bitirdim oredi...,bitirdim oredi
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",0,sen de çok tatlısın prenses. Lütfen bana yatakta sevdiğin ve sevmediğin şeyleri söyle...,tatlısın prenses lütfen bana yatakta sevdiğin sevmediğin şeyleri söyle
ham,How are you. Wish you a great semester,0,Nasılsın. Harika bir yarıyıl geçirmenizi dilerim,nasılsın harika yarıyıl geçirmenizi dilerim
ham,Moji i love you more than words. Have a rich day,0,Moji seni kelimelerden daha çok seviyorum. Zengin bir gün geçir,moji seni kelimelerden seviyorum zengin gün geçir
ham,Dude how do you like the buff wind.,0,"Dostum, devetüyü rüzgarını nasıl seversin?",dostum devetüyü rüzgarını nasıl seversin
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",0,"tamam bebeğim, sadece merhaba diyeyim dedim! nasılsın?haftasonuma az kaldı!m8 istersen 2Hook up sn yapacağız? seviyorumJen x.",tamam bebeğim sadece merhaba diyeyim dedim nasılsın haftasonuma az kaldı m SAYI istersen SAYI hook up sn yapacağız seviyorumjen x
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,"Aferin İNGİLTERE! Resmi poli zil sesini veya renkli bayrağı cep telefonunuza alın! HEMEN 84199'a TONE veya BAYRAK mesajı gönderin! txt TR DURDUR seçeneğini devre dışı bırakın. Box39822 W111WX £1,50",aferin i ngi ltere resmi poli zil sesini renkli bayrağı cep telefonunuza alın hemen SAYI a tone bayrak mesajı gönderin txt tr durdur seçeneğini devre dışı bırakın box SAYI w SAYI wx SAYI SAYI
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",0,"Hayır değilim. Sana istediğin ve ihtiyacın olan her şeyi veremem. Aslında kendi başına daha iyisini yapabilirsin; benden daha fazla paran var. İş bulamıyorum, adam bulamıyorum, kirayı ödeyemiyorum, kahrolası benzin depomu bile dolduramıyorum. evet stresliyim ve depresyondayım. Şükran günü için evi bile aramadım çünkü onlara hiçbir şey yapmadığımı söylemek zorunda kalacağım.",hayır değilim sana istediğin ihtiyacın şeyi veremem aslında kendi başına iyisini yapabilirsin benden fazla paran i ş bulamıyorum adam bulamıyorum kirayı ödeyemiyorum kahrolası benzin depomu dolduramıyorum evet stresliyim depresyondayım şükran günü evi aramadım çünkü onlara şey yapmadığımı söylemek zorunda kalacağım
ham,S:-)kallis wont play in first two odi:-),0,S:-)kallis ilk ikisinde oynamayacak odi:-),s kallis ilk ikisinde oynamayacak odi
ham,Then get some cash together and I'll text jason,0,"O zaman biraz para topla, ben de Jason'a mesaj atayım",zaman biraz para topla jason a mesaj atayım
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0,"Ah aşkım, senden haber almak çok güzel. Ah, bugün seni çok özledim. Sağlayıcıyla sorun yaşadığınız için üzgünüm ama beni bilgilendirdiğiniz için teşekkür ederim",ah aşkım senden haber almak güzel ah bugün seni özledim sağlayıcıyla sorun yaşadığınız üzgünüm beni bilgilendirdiğiniz teşekkür ederim
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,"Son Şans! 150 £ değerindeki indirim kuponunuzu bugün alın! Şimdi 85023'e EVET yazıp gönderin! SavaMob, üyeye mobil teklifler sunuyor! T Cs SavaMob POBOX84, M263UZ. £3,00 Abonelik 16",son şans SAYI değerindeki indirim kuponunuzu bugün alın şimdi SAYI e evet yazıp gönderin savamob üyeye mobil teklifler sunuyor t cs savamob pobox SAYI m SAYI uz SAYI SAYI abonelik SAYI
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,ÖZEL! 07742676969'a ait 2004 Hesap Özetiniz 786 kullanılmamış Bonus Puanı gösteriyor. Talep etmek için 08719180248'i arayın. Tanımlayıcı Kod: 45239 Süresi Doluyor,özel SAYI a ait SAYI hesap özetiniz SAYI kullanılmamış bonus puanı gösteriyor talep etmek SAYI i arayın tanımlayıcı kod SAYI süresi doluyor
ham,"Probably, want to pick up more?",0,Muhtemelen daha fazlasını almak ister misin?,muhtemelen fazlasını almak ister misin
ham,I'm done...,0,Bitirdim...,bitirdim
ham,Are you the cutest girl in the world or what,0,Sen dünyanın en tatlı kızı mısın yoksa ne,dünyanın tatlı kızı mısın yoksa
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",0,"Zar yok, resim dersi 6'dan 9'a :( yine de teşekkürler. Yarın saat kaçta gelmem gerektiğine dair bir fikrin var mı?",zar resim dersi SAYI dan SAYI a yine teşekkürler yarın saat kaçta gelmem gerektiğine dair fikrin
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,SMS HİZMETLERİ. Kapsamlı metin kredileriniz için lütfen www.comuk.net adresine gidin giriş= ***** STOP ile aboneliğinizi sonlandırın. ekstra ücret yok. yardım:08700469649. PO BOX420. IP4 5WE,sms hi zmetleri kapsamlı metin kredileriniz lütfen URL adresine gidin giriş stop aboneliğinizi sonlandırın ekstra ücret yardım SAYI po box SAYI ip SAYI SAYI we
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),0,Ah nasıl aman tanrım.. Mathe ve samachara chikku :-),ah nasıl aman tanrım mathe samachara chikku
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,0,530 lor'a teşekkür ederim. Ama bilet alamayacağımı bilmiyorum. şimdi ne yapıyorsun?,SAYI lor a teşekkür ederim bilet alamayacağımı bilmiyorum şimdi yapıyorsun
ham,Audrie lousy autocorrect,0,Audrie berbat otomatik düzeltme,audrie berbat otomatik düzeltme
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0,Testi simüle etmek için bir site. Hazır olup olmadığınızı test etmek için size çok zor sorular veriyor.,testi simüle etmek site hazır olup olmadığınızı test etmek size zor sorular veriyor
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0,"Her neyse, geri döndüğünde bana ciddi bir şekilde vur çünkü aksi halde Armand'la sigara yakmak zorunda kalacağım ve o her zaman sıçıyor ve/veya kusuyor",neyse geri döndüğünde bana ciddi şekilde vur çünkü aksi halde armand la sigara yakmak zorunda kalacağım zaman sıçıyor kusuyor
ham,I fetch yun or u fetch?,0,Ben Yun'u mu getireceğim yoksa sen mi getireceksin?,yun u getireceğim yoksa getireceksin
ham,Thank you. I like you as well...,0,Teşekkür ederim. ben de senden hoşlanıyorum...,teşekkür ederim senden hoşlanıyorum
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,"Hmmm ... Ve bundan sonra eve geldikten sonra ayaklarımı ovmak, bana akşam yemeği hazırlamak ve randevuma hazırlanmama yardım etmek zorunda kaldığını hayal et! Böyle bir hayata hazır olduğundan emin misin?",hmmm bundan sonra eve geldikten sonra ayaklarımı ovmak bana akşam yemeği hazırlamak randevuma hazırlanmama yardım etmek zorunda kaldığını hayal et böyle hayata hazır olduğundan emin misin
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1,"FREE2DAY Ürdün'ün seksi Aziz George Günü fotoğrafı! PIC'i 89080'e gönderin, kaçırmayın, ardından her hafta şımarık bir ünlü!4 fotoğraf daha c PocketBabe.co.uk 0870241182716 £3/hafta",free SAYI day ürdün ün seksi aziz george günü fotoğrafı pic i SAYI e gönderin kaçırmayın ardından hafta şımarık ünlü SAYI fotoğraf c pocketbabe co uk SAYI SAYI hafta
ham,Lara said she can loan me  &lt;#&gt; .,0,Lara bana &lt;#&gt; .,lara bana lt gt
ham,Do we have any spare power supplies,0,Yedek güç kaynağımız var mı?,yedek güç kaynağımız
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0,"Ya oldukça zeki ama pek çok tahminden sonra lor. Benden 2 tane getirmesini istedi ama sanırım Darren 2'nin gitmesine o kadar da istekli değil. Aiya, Leona'nın hala Wat'ı bağlamadığını düşünüyorlar.",oldukça zeki pek tahminden sonra lor benden SAYI tane getirmesini istedi sanırım darren SAYI nin gitmesine istekli değil aiya leona nın hala wat ı bağlamadığını düşünüyorlar
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,1000 £ nakit veya 2000 £ ödül almak üzere özel olarak seçilmiş bir kazanansınız. 087123002209am-19:00 numaralı telefonu arayarak talepte bulunmak için canlı operatörle konuşun. Maliyet 10p,SAYI nakit SAYI ödül almak üzere özel seçilmiş kazanansınız SAYI am SAYI SAYI numaralı telefonu arayarak talepte bulunmak canlı operatörle konuşun maliyet SAYI p
ham,"Yeah, don't go to bed, I'll be back before midnight",0,"Evet, sakın yatma, gece yarısından önce döneceğim",evet sakın yatma gece yarısından önce döneceğim
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,"Güneş Işığı Hols. Sağlık tatilinizi talep etmek için, Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire adresine damgalı bir kişisel adres zarfı gönderin. Sınav Cumartesi Başlıyor! Aboneliği İptal Etmeyi Durdur",güneş işığı hols sağlık tatilinizi talep etmek drinks on us uk po box SAYI bray wicklow eire adresine damgalı kişisel adres zarfı gönderin sınav cumartesi başlıyor aboneliği i ptal etmeyi durdur
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0,Dün gece kafayı yediğim için müsait değildim bu yüzden benim yerime Nickey Platt'a sormak zorunda kaldılar!;,dün gece kafayı yediğim müsait değildim yüzden benim yerime nickey platt a sormak zorunda kaldılar
ham,"It's that time of the week again, ryan",0,Yine haftanın o zamanı geldi Ryan,yine haftanın zamanı geldi ryan
ham,Wish u many many returns of the day.. Happy birthday vikky..,0,Size günün birçok dönüşü diliyorum.. Doğum günün kutlu olsun vikky..,size günün birçok dönüşü diliyorum doğum günün kutlu olsun vikky
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,"ŞİMDİDEN itibaren her hafta 100 £'luk Müzik Hediye Kuponu KAZANABİLİRSİNİZ. ÇEKİLİŞ kelimesini 87066 TsC'ye gönderin www.Idew.com SkillGame, 1Winaweek, yaş16. 150ppermessAbonelik",şi mdi den itibaren hafta SAYI luk müzik hediye kuponu kazanabi li rsi ni z çeki li ş kelimesini SAYI tsc ye gönderin URL skillgame SAYI winaweek yaş SAYI SAYI ppermessabonelik
ham,I hope you know I'm still mad at you.,0,Umarım sana hâlâ kızgın olduğumu biliyorsundur.,umarım sana hâlâ kızgın olduğumu biliyorsundur
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0,Ahh 3g'm sivilceli zaten yaptığımız araştırmadan hatırladığım tek şey baktığımız tek sorunsuz yerin il ve sterlin olduğuydu,ahh SAYI g m sivilceli zaten yaptığımız araştırmadan hatırladığım tek şey baktığımız tek sorunsuz yerin il sterlin olduğuydu
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),0,Xam salonunda oğlan kıza sordu Bana bu cevabın başlangıç ​​terimini söyle ben kendi başıma halledebilirim Bir sürü tereddütten sonra sessizce etrafına baktıktan sonra kız dedi ki: intha ponnungale ipaditan;),xam salonunda oğlan kıza sordu bana cevabın başlangıç terimini söyle kendi başıma halledebilirim sürü tereddütten sonra sessizce etrafına baktıktan sonra kız dedi intha ponnungale ipaditan
ham,Do you know when the result.,0,Sonuç ne zaman biliyor musun?,sonuç zaman biliyor musun
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,+123 Tebrikler - bu haftaki yarışma çekilişinde 1450 £'luk ödülü kazandınız ve talep etmek için 09050002311 b4280703'ü aramanız yeterli. Şartlar ve Koşullar/durdur SMS 08718727868. 18'den fazla yalnızca 150 ppm,SAYI tebrikler haftaki yarışma çekilişinde SAYI luk ödülü kazandınız talep etmek SAYI b SAYI ü aramanız yeterli şartlar koşullar durdur sms SAYI SAYI den fazla yalnızca SAYI ppm
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0,"Yerçekimine Karşı Güzel Gerçek.. Dikkatli okuyun: ""Birisi içine girince kalbimiz hafifler.. Ama biri çıkınca çok ağırlaşır.."" İYİ GECELER",yerçekimine karşı güzel gerçek dikkatli okuyun birisi içine girince kalbimiz hafifler biri çıkınca ağırlaşır i yi geceler
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0,"Şimdi kalktığım için özür dilerim, kendimi gerçekten kötü hissediyorum; bu tür bir şeyi tamamen reddettim.",şimdi kalktığım özür dilerim kendimi gerçekten kötü hissediyorum tür şeyi tamamen reddettim
ham,You do got a shitload of diamonds though,0,Yine de bir sürü elmasın var,yine sürü elmasın
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,Tessy..lütfen bana bir iyilik yap. Lütfen Nimya'ya doğum günü dileklerimi iletin.. Lütfen bunu unutmayın. Bugün onun doğum günü Shijas,tessy lütfen bana iyilik yap lütfen nimya doğum günü dileklerimi iletin lütfen bunu unutmayın bugün onun doğum günü shijas
ham,Well I'm going to be an aunty!,0,Peki teyze olacağım!,peki teyze olacağım
ham,Mine here like all fr china then so noisy.,0,Benimki de tüm Çin gibi o zamanlar çok gürültülü.,benimki çin zamanlar gürültülü
ham,Later i guess. I needa do mcat study too.,0,Daha sonra sanırım. Benim de mcat çalışmasına ihtiyacım var.,sonra sanırım benim mcat çalışmasına ihtiyacım
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,S...eğitim kılavuzunda hiçbir teknik sürecin olmadığı gösteriliyor :) tamamen şifre sıfırlama ve sorun giderme ile ilgili :),s eğitim kılavuzunda teknik sürecin olmadığı gösteriliyor tamamen şifre sıfırlama sorun giderme ilgili
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1,27/03 tarihli B4U kuponunuz MARSMS'dir. İndirim kredisi için www.B4Utele.com adresinde oturum açın. Devre dışı bırakmak için yanıtı durdurun. Müşteri hizmetlerini arayın 08717168528,SAYI SAYI tarihli b SAYI u kuponunuz marsms dir i ndirim kredisi URL adresinde oturum açın devre dışı bırakmak yanıtı durdurun müşteri hizmetlerini arayın SAYI
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0,"Bugün John amcayla konuştum. Beni burada tutmak için fedakarlık yapman gerektiğini kuvvetle hissediyor. Seni arayacak. Bunu söylediğinde, sadece dinlemen için yalvarıyorum. Herhangi bir söz vermeyin veya işlerin kolay olmadığını açıkça belirtmeyin. Ve lütfen işleri halletmemize izin vermeni istiyorum. Yardım beklemeye devam ettiğim sürece yaratıcılığım bastırılacak, bu yüzden lütfen onu mutlu edin, sizin açınızdan söz vermeyin.",bugün john amcayla konuştum beni burada tutmak fedakarlık yapman gerektiğini kuvvetle hissediyor seni arayacak bunu söylediğinde sadece dinlemen yalvarıyorum herhangi söz vermeyin işlerin kolay olmadığını açıkça belirtmeyin lütfen işleri halletmemize izin vermeni istiyorum yardım beklemeye devam ettiğim sürece yaratıcılığım bastırılacak yüzden lütfen onu mutlu edin sizin açınızdan söz vermeyin
ham,If he started searching he will get job in few days.he have great potential and talent.,0,Aramaya başlarsa birkaç gün içinde iş bulacaktır. Büyük bir potansiyeli ve yeteneği var.,aramaya başlarsa birkaç gün içinde iş bulacaktır büyük potansiyeli yeteneği
ham,"Carlos took a while (again), we leave in a minute",0,"Carlos biraz zaman aldı (yine), bir dakika sonra ayrılıyoruz",carlos biraz zaman aldı yine dakika sonra ayrılıyoruz
ham,Well done and ! luv ya all ,0,Aferin ve! hepinizi seviyorum,aferin hepinizi seviyorum
ham,Then why you came to hostel.,0,O zaman neden pansiyona geldin?,zaman neden pansiyona geldin
ham,K still are you loving me.,0,K hala beni seviyor musun?,k hala beni seviyor musun
ham,But i juz remembered i gotta bathe my dog today..,0,Ama bugün köpeğimi yıkamam gerektiğini hatırladım..,bugün köpeğimi yıkamam gerektiğini hatırladım
ham,After the drug she will be able to eat.,0,İlaçtan sonra yemek yiyebilecek.,i laçtan sonra yemek yiyebilecek
ham,Alright took the morphine. Back in yo.,0,Tamam morfini aldım. Tekrar sana.,tamam morfini aldım tekrar sana
ham,You see the requirements please,0,Gereksinimleri görün lütfen,gereksinimleri görün lütfen
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0,"Beladan uzak duruyorsun yabancı!!geçen gün Dave'i gördün, şimdi düzeldi!bir kız aldığında hala benimle dostum MR!annen hâlâ 2GETHA alacağımızı düşünüyor!",beladan uzak duruyorsun yabancı geçen gün dave i gördün şimdi düzeldi kız aldığında hala benimle dostum mr annen hâlâ SAYI getha alacağımızı düşünüyor
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,FreeMsg: Hey - ben Buffy. 25 ve erkekleri tatmin etmeyi seviyorum. Evde yalnız başına azgın hissediyorum. Yanıtla 2 C PIX'im! QlynnBV Help08700621170150p msj Durdurma metni gönder,freemsg hey buffy SAYI erkekleri tatmin etmeyi seviyorum evde yalnız başına azgın hissediyorum yanıtla SAYI c pix im qlynnbv help SAYI p msj durdurma metni gönder
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,"Güneş Işığı Hols. Sağlık tatilinizi talep etmek için, Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire adresine damgalı bir kişisel adres zarfı gönderin. Sınav Cumartesi Başlıyor! Aboneliği İptal Etmeyi Durdur",güneş işığı hols sağlık tatilinizi talep etmek drinks on us uk po box SAYI bray wicklow eire adresine damgalı kişisel adres zarfı gönderin sınav cumartesi başlıyor aboneliği i ptal etmeyi durdur
ham,So can collect ur laptop?,0,Peki dizüstü bilgisayarını alabilir misin?,peki dizüstü bilgisayarını alabilir misin
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,"Tamam. İsterseniz daha sonra 8-8:30 civarında gösterilebilir + daha önce bir şeyler içebilirsiniz. Eğer sakıncası yoksa, gelecek hafta bunu yapacağım için, geceye para harcamamayı tercih ederiz.",tamam i sterseniz sonra SAYI SAYI SAYI civarında gösterilebilir önce şeyler içebilirsiniz eğer sakıncası yoksa gelecek hafta bunu yapacağım geceye para harcamamayı tercih ederiz
ham,I will once i get home,0,eve döndüğümde yapacağım,eve döndüğümde yapacağım
ham,Waaaat?? Lololo ok next time then!,0,Vaaay?? Lololo tamam bir dahaki sefere o zaman!,vaaay lololo tamam dahaki sefere zaman
ham,"The table's occupied, I'm waiting by the tree",0,"Masa dolu, ağacın yanında bekliyorum",masa dolu ağacın yanında bekliyorum
ham,I surely dont forgot to come:)i will always be in touch in with you:-),0,Gelmeyi kesinlikle unutmadım :)Sizinle her zaman iletişim halinde olacağım :-),gelmeyi kesinlikle unutmadım sizinle zaman iletişim halinde olacağım
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,0,"Merhaba, STAPATI'den ödünç almak için gönderdiğimiz belgelerimizi bize geri verin.",merhaba stapati den ödünç almak gönderdiğimiz belgelerimizi bize geri verin
ham,I dont have i shall buy one dear,0,bende yok bir tane alacağım canım,bende tane alacağım canım
ham,Oh god i am happy to see your message after 3 days,0,3 gün sonra mesajını gördüğüme çok sevindim,SAYI gün sonra mesajını gördüğüme sevindim
ham,What year. And how many miles.,0,Hangi yıl. Ve kaç mil.,hangi yıl kaç mil
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0,"Hey tatlım. Nasıl gidiyor? Burada, GALLER'de her şey yolunda. Tepeler falan var ama yine de kendimi öldürmedim.",hey tatlım nasıl gidiyor burada galler şey yolunda tepeler falan yine kendimi öldürmedim
